Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Flow Pkts/s,Protocol,Flow Duration,Label
2,1,0.0,0.0,108.48732506418833,6,27653,0
7,6,72.0,71.94970715469887,12.990919347376185,6,1000699,1
4,3,196.0,208.8900700510061,1.084740719849438,6,6453155,0
4,3,196.0,192.58411161077893,1.000065861480306,6,6999539,0
4,3,196.0,191.77416856010464,0.99585992575722,6,7029101,0
4,3,196.0,191.36538921278407,0.9937371843393834,6,7044116,0
4,3,196.0,184.3616716461186,0.9573677311000224,6,7311715,0
5,3,196.0,142.36408876422055,0.8448907345057599,6,9468680,0
4,3,196.0,183.9004187417992,0.954972500884714,6,7330054,0
3,1,1.0,0.3923258705760108,0.7846517411520217,6,5097803,0
3,1,1.0,0.392326486255332,0.784652972510664,6,5097795,0
3,1,1.0,0.3923257166564825,0.784651433312965,6,5097805,0
3,1,1.0,0.3923263323353205,0.7846526646706411,6,5097797,0
3,1,1.0,0.3923271019365854,0.7846542038731708,6,5097787,0
3,1,1.0,0.3923434951606391,0.7846869903212783,6,5097574,0
3,1,1.0,0.3921933905608856,0.7843867811217712,6,5099525,0
3,1,1.0,0.3923433412272814,0.7846866824545627,6,5097576,0
3,1,1.0,0.3923439569614373,0.7846879139228746,6,5097568,0
3,1,1.0,0.3923453423703544,0.7846906847407088,6,5097550,0
3,1,1.0,0.3923455732727918,0.7846911465455837,6,5097547,0
3,1,1.0,0.3923464199173875,0.7846928398347751,6,5097536,0
3,1,1.0,0.3923462659817347,0.7846925319634694,6,5097538,0
3,1,1.0,0.3923477283753135,0.7846954567506271,6,5097519,0
3,1,1.0,0.3923484210918664,0.7846968421837329,6,5097510,0
3,1,1.0,0.3923488829042606,0.7846977658085212,6,5097504,0
3,1,1.0,0.3923544247377895,0.7847088494755791,6,5097432,0
3,1,1.0,0.3923481132175409,0.7846962264350819,6,5097514,0
3,1,1.0,0.3923467277890555,0.7846934555781111,6,5097532,0
3,1,1.0,0.3923537320000368,0.7847074640000737,6,5097441,0
3,1,1.0,0.392348728966675,0.7846974579333501,6,5097506,0
3,1,1.0,0.3923510380431413,0.7847020760862826,6,5097476,0
3,1,1.0,0.3923517307713811,0.7847034615427623,6,5097467,0
3,1,1.0,0.3923565799375525,0.784713159875105,6,5097404,0
3,1,1.0,0.3923576575463129,0.7847153150926258,6,5097390,0
3,1,1.0,0.3923527313831572,0.7847054627663144,6,5097454,0
3,1,1.0,0.3923669714115539,0.7847339428231078,6,5097269,0
3,1,1.0,0.3923553483919316,0.7847106967838633,6,5097420,0
3,1,1.0,0.3923711281552769,0.7847422563105538,6,5097215,0
3,1,1.0,0.39236974256425,0.7847394851285001,6,5097233,0
3,1,1.0,0.3923709742002352,0.7847419484004704,6,5097217,0
3,1,1.0,0.3923713590880662,0.7847427181761324,6,5097212,0
3,1,1.0,0.3923722828219415,0.784744565643883,6,5097200,0
3,1,1.0,0.3923725137560898,0.7847450275121797,6,5097197,0
3,1,1.0,0.3923740533240262,0.7847481066480524,6,5097177,0
3,1,1.0,0.3923753619662714,0.7847507239325429,6,5097160,0
3,1,1.0,0.3923742842602587,0.7847485685205174,6,5097174,0
3,1,1.0,0.3923741303027401,0.7847482606054803,6,5097176,0
3,1,1.0,0.3923745921756582,0.7847491843513165,6,5097170,0
3,1,1.0,0.3923802886977212,0.7847605773954425,6,5097096,0
3,1,1.0,0.3923743612390633,0.7847487224781267,6,5097173,0
3,1,1.0,0.3923793649261502,0.7847587298523004,6,5097108,0
3,1,1.0,0.3923819822902316,0.7847639645804632,6,5097074,0
3,1,1.0,0.3923722058439524,0.7847444116879048,6,5097201,0
3,1,1.0,0.3923847536549658,0.7847695073099317,6,5097038,0
3,1,1.0,0.392383060038532,0.784766120077064,6,5097060,0
3,1,1.0,0.3923841377927529,0.7847682755855059,6,5097046,0
3,1,1.0,0.3923836758973619,0.7847673517947238,6,5097052,0
5,2,196.0,27.891509995121837,0.9961253569686368,6,7027228,0
5,2,196.0,27.868353877476213,0.9952983527670076,6,7033067,0
8,7,96.0,95.94799618606714,14.991874404072991,6,1000542,1
3,1,1.0,0.3926268601924461,0.7852537203848922,6,5093895,0
3,1,1.0,0.3926265518809854,0.7852531037619709,6,5093899,0
3,1,1.0,0.392677969509341,0.785355939018682,6,5093232,0
3,1,1.0,0.3926798969686487,0.7853597939372974,6,5093207,0
3,1,1.0,0.3926789717858195,0.785357943571639,6,5093219,0
3,1,1.0,0.3926794343766891,0.7853588687533782,6,5093213,0
3,1,1.0,0.392680359561698,0.7853607191233961,6,5093201,0
3,1,1.0,0.392681207651786,0.7853624153035721,6,5093190,0
3,1,1.0,0.392680128265037,0.7853602565300741,6,5093204,0
3,1,1.0,0.3926818244468782,0.7853636488937564,6,5093182,0
3,1,1.0,0.3926805137596234,0.7853610275192467,6,5093199,0
7,6,72.0,71.88168275019318,12.978637163229324,6,1001646,1
4,0,0.0,0.0,0.5488261089751866,6,7288283,0
4,0,0.0,0.0,0.5583944484423936,6,7163395,0
4,0,0.0,0.0,0.5503768912153931,6,7267747,0
2,1,0.0,0.1964523842640068,0.5893571527920206,6,5090292,0
3,1,1.0,0.3927281667193904,0.7854563334387809,6,5092581,0
3,1,1.0,0.3927286294261743,0.7854572588523487,6,5092575,0
3,1,1.0,0.3927312514518783,0.7854625029037567,6,5092541,0
3,1,1.0,0.3927338735125941,0.7854677470251882,6,5092507,0
3,1,1.0,0.3927341819926272,0.7854683639852544,6,5092503,0
3,1,1.0,0.3927270099572005,0.7854540199144011,6,5092596,0
3,1,1.0,0.3927353387970673,0.7854706775941347,6,5092488,0
3,1,1.0,0.3927356472794023,0.7854712945588047,6,5092484,0
56,55,1248.0,1239.527827300402,110.24646540892998,6,1006835,1
12,10,34.0,47.55846719060244,21.797630795692783,6,1009284,1
7,6,72.0,71.94755023587804,12.990529903700205,6,1000729,1
5,4,196.0,220.60164024192864,1.472859615858574,6,6110562,0
5,3,196.0,220.19045167301456,1.3067682591870302,6,6121973,0
5,3,196.0,219.03548342333613,1.29991384820971,6,6154254,0
5,3,196.0,218.81365663429855,1.2985973687495465,6,6160493,0
4,3,196.0,195.74419022385555,1.01647576525741,6,6886539,0
4,3,196.0,195.9017869352982,1.0172941458064446,6,6880999,0
4,3,196.0,196.071957244677,1.018177819519836,6,6875027,0
4,3,196.0,195.354532971512,1.014452322552362,6,6900275,0
5,3,196.0,171.36511766414597,1.0170036656625874,6,7866245,0
5,3,196.0,169.63507066659787,1.006736324430848,6,7946470,0
5,3,196.0,165.74343801072465,0.9836405816660216,6,8133052,0
5,3,196.0,170.2010316606747,1.0100951433867935,6,7920046,0
6,3,196.0,165.50018502134927,1.10497156171524,6,8145006,0
5,3,196.0,171.2412296034927,1.0162684249465443,6,7871936,0
4,3,196.0,164.16071918957212,0.8524666426758197,6,8211465,0
4,3,196.0,164.33481096498423,0.8533706800852298,6,8202766,0
4,3,196.0,163.9184785252201,0.8512087163772558,6,8223600,0
4,3,196.0,163.91429276697784,0.8511869802439501,6,8223810,0
4,3,196.0,147.07575110375004,0.7637464819927673,6,9165345,0
3,1,1.0,0.3929618180614289,0.7859236361228579,6,5089553,0
3,1,1.0,0.3929616636424992,0.7859233272849985,6,5089555,0
3,1,1.0,0.3929652925194341,0.7859305850388681,6,5089508,0
3,1,1.0,0.3929815846864508,0.7859631693729016,6,5089297,0
3,1,1.0,0.3929657557851436,0.7859315115702872,6,5089502,0
3,1,1.0,0.3929679177062305,0.785935835412461,6,5089474,0
3,1,1.0,0.3929669911657091,0.7859339823314182,6,5089486,0
3,1,1.0,0.3929844417459512,0.7859688834919025,6,5089260,0
3,1,1.0,0.3929858316818104,0.7859716633636208,6,5089242,0
3,1,1.0,0.3929835923455442,0.7859671846910884,6,5089271,0
13,12,216.0,214.9563867423658,24.87921142851456,6,1004855,1
11,11,34.0,47.52183529327903,21.78084117608622,6,1010062,1
11,11,34.0,43.18772173071197,19.79437245990965,6,1111427,1
31,30,648.0,645.9156302611473,60.80378618199071,6,1003227,1
5,2,196.0,27.81150158837729,0.9932679138706176,6,7047444,0
5,2,196.0,27.667554569310752,0.9881269489039556,6,7084110,0
5,2,196.0,27.713082497887584,0.989752946353128,6,7072472,0
5,3,196.0,64.0007523353744,2.6122756055254857,6,3062464,0
5,2,196.0,27.74959950673671,0.9910571252405967,6,7063165,0
5,2,196.0,27.704625159955334,0.9894508985698336,6,7074631,0
5,2,196.0,27.65017784989396,0.987506351781927,6,7088562,0
5,2,196.0,64.28531133113889,2.295903976112103,6,3048908,0
5,2,196.0,27.72238016435411,0.9900850058697896,6,7070100,0
5,2,196.0,63.83901104252037,2.279964680090013,6,3070223,0
5,3,196.0,27.595101024820103,1.12633065407429,6,7102710,0
5,2,196.0,63.71099651799901,2.275392732785679,6,3076392,0
5,2,196.0,27.778384052032884,0.99208514471546,6,7055846,0
5,2,196.0,27.801903494202804,0.9929251247929574,6,7049877,0
4,3,196.0,268.56596731265284,1.3946303940568026,6,5019251,0
4,3,196.0,267.8349675637549,1.390834401295463,6,5032950,0
4,3,196.0,264.62401011381974,1.3741602899085594,6,5094020,0
4,3,196.0,262.4601393530942,1.3629235723083526,6,5136018,0
4,3,196.0,261.0365396934331,1.3555309924733174,6,5164028,0
4,3,196.0,259.77124328482665,1.3489604621615627,6,5189181,0
4,3,196.0,258.8952509430567,1.3444115405054873,6,5206739,0
5,3,196.0,226.97572858282788,1.3470369648832514,6,5938961,0
5,3,196.0,226.5341385938549,1.3444162527825216,6,5950538,0
5,3,196.0,226.08140876223112,1.341729428855971,6,5962454,0
5,3,196.0,225.8499321026076,1.3403556801341696,6,5968565,0
5,3,196.0,226.13351942936515,1.342038690975461,6,5961080,0
5,3,196.0,224.53520130630184,1.332553123479536,6,6003513,0
5,3,196.0,225.6284832861684,1.3390414438348273,6,5974423,0
5,4,196.0,224.99515959968215,1.5021932020750297,6,5991240,0
4,3,196.0,224.68662632863885,1.1667703147629611,6,5999467,0
5,4,196.0,225.207464858948,1.503610670423243,6,5985592,0
4,3,196.0,224.98558373160623,1.1683227641848988,6,5991495,0
5,3,196.0,224.0173895991452,1.3294800569682206,6,6017390,0
5,4,196.0,220.53682065088464,1.4724268441082802,6,6112358,0
5,4,196.0,221.6087248078309,1.4795834742362597,6,6082793,0
5,3,196.0,223.71657963903627,1.3276948346530344,6,6025481,0
5,4,196.0,220.3128442388191,1.4709314526330652,6,6118572,0
5,3,196.0,224.23829677372996,1.3307910787758452,6,6011462,0
5,3,196.0,220.98125183911972,1.3114614352470015,6,6100065,0
5,3,196.0,223.28730931338325,1.3251472362812062,6,6037065,0
5,3,196.0,224.46513438684303,1.3321372960643505,6,6005387,0
5,3,196.0,218.6833445703261,1.2978240033847248,6,6164164,0
4,3,196.0,218.9105238960812,1.1367757175612525,6,6157767,0
5,3,196.0,218.01672065329973,1.2938677783578618,6,6183012,0
5,3,196.0,218.4875829195225,1.2966622131722405,6,6169687,0
5,3,196.0,218.23739306691536,1.2951774069253137,6,6176760,0
4,3,196.0,190.57536937762012,0.9896347074505496,6,7073317,0
5,4,196.0,218.15227611475328,1.456506294534703,6,6179170,0
6,4,196.0,168.59945260210367,1.2507377789473566,6,7995281,0
6,4,196.0,168.23116659577994,1.2480056869123142,6,8012784,0
6,4,196.0,168.86316133634898,1.2526940751954672,6,7982795,0
6,4,196.0,168.3533642197646,1.2489121974759982,6,8006968,0
6,3,196.0,168.22789138568365,1.1231832510913595,6,8012940,0
6,4,196.0,168.3503575759097,1.2488898929963628,6,8007111,0
4,3,196.0,166.0376001260309,0.8622130570342851,6,8118643,0
5,3,196.0,168.23725546627554,0.9984406852597956,6,8012494,0
5,3,196.0,168.7496651295592,1.001481692163556,6,7988164,0
5,3,196.0,165.51526325767438,0.982286428828928,6,8144264,0
5,3,196.0,166.60686699618074,0.9887647892948412,6,8090903,0
6,4,196.0,165.7551159984551,1.2296373590389842,6,8132479,0
6,3,196.0,165.3851160511531,1.1042032970774316,6,8150673,0
5,3,196.0,165.12996573553212,0.9799997966500422,6,8163267,0
6,3,196.0,165.8925629059553,1.1075912953661704,6,8125741,0
5,4,196.0,139.75242790059323,0.932373499707442,6,9652784,0
5,3,196.0,165.4119247763503,0.9816731440732956,6,8149352,0
5,5,196.0,139.17061739964913,1.0316576530737518,6,9693138,0
5,5,196.0,139.00961062367296,1.030464126194759,6,9704365,0
5,4,196.0,137.97891673969627,0.9205413273960464,6,9776856,0
5,4,196.0,138.7483663125549,0.9256747937827976,6,9722637,0
5,4,196.0,138.14334322660864,0.921638316560028,6,9765219,0
5,4,196.0,137.6600846981989,0.9184142048063676,6,9799500,0
5,4,196.0,138.31163631483255,0.9227611021745684,6,9753337,0
5,5,196.0,138.92068411588724,1.0298049230236266,6,9710577,0
5,4,196.0,137.7966791102482,0.919325509260366,6,9789786,0
5,4,196.0,136.04398022531666,0.9076321883082654,6,9915911,0
5,4,196.0,135.60085300877586,0.9046758169599576,6,9948315,0
5,4,196.0,135.52344852022762,0.9041594045085608,6,9953997,0
5,4,196.0,135.42978778684335,0.9035345367543292,6,9960881,0
5,3,196.0,64.12932660280782,2.617523534808482,6,3056324,0
5,2,196.0,27.778565152073472,0.9920916125740528,6,7055800,0
5,2,196.0,27.381716920266538,0.9779184614380906,6,7158061,0
5,2,196.0,27.75669276173429,0.9913104557762245,6,7061360,0
4,3,196.0,185.51137250967548,6.625406161059838,6,1056539,0
5,2,196.0,27.733387064412486,0.9904781094433032,6,7067294,0
5,2,196.0,27.7772975013754,0.9920463393348358,6,7056122,0
5,2,196.0,27.66428989014172,0.9880103532193468,6,7084946,0
11,11,34.0,47.82357881774135,21.919140291464785,6,1003689,1
10,9,144.0,143.78762567687525,18.97197838792104,6,1001477,1
36,35,768.0,764.1524922017642,70.64430591969435,6,1005035,1
7,6,72.0,71.95553148154441,12.991970961945515,6,1000618,1
5,2,196.0,27.77469957269475,0.9919535561676696,6,7056782,0
4,3,196.0,254.71323409090996,1.322694835783657,6,5292226,0
5,3,196.0,214.24922652532572,1.271508762761577,6,6291738,0
11,11,34.0,46.0860907377519,21.12279158813629,6,1041529,1
3,2,196.0,5585.318591131882,142.48261712071127,6,35092,0
3,2,196.0,189.48787035935987,4.833874243861222,6,1034367,0
2,1,0.0,0.0,133.54700854700857,6,22464,0
5,3,196.0,200.01985360267955,1.1870614457132318,6,6739331,0
5,3,196.0,199.81009147685447,1.1858165666282166,6,6746406,0
5,3,196.0,154.59891044468176,0.917500952193957,6,8719337,0
6,3,196.0,154.61820372416526,1.03231738391505,6,8718249,0
5,3,196.0,154.97113605109172,0.9197100062379332,6,8698394,0
5,3,196.0,154.50281726947216,0.9169306662876688,6,8724760,0
3,1,1.0,0.3920105889900298,0.7840211779800595,6,5101903,0
3,1,1.0,0.3920108194986182,0.7840216389972364,6,5101900,0
3,1,1.0,0.3920461673566679,0.7840923347133358,6,5101440,0
3,1,1.0,0.3920111268438243,0.7840222536876487,6,5101896,0
3,1,1.0,0.3919962979869618,0.7839925959739236,6,5102089,0
3,1,1.0,0.3919976041106437,0.7839952082212874,6,5102072,0
12,11,34.0,47.81371775562409,22.91073975790321,6,1003896,1
11,11,34.0,47.80590801346533,21.91104117283828,6,1004060,1
4,0,0.0,0.0,0.5585924364349737,6,7160856,0
4,0,0.0,0.0,0.5572012339221325,6,7178735,0
4,0,0.0,0.0,0.561768401987986,6,7120372,0
4,0,0.0,0.0,0.5503661379528498,6,7267889,0
4,0,0.0,0.0,0.5526508381019042,6,7237843,0
4,0,0.0,0.0,0.5636495632843184,6,7096608,0
4,0,0.0,0.0,0.5535533837196075,6,7226042,0
4,0,0.0,0.0,0.5635820599431515,6,7097458,0
4,0,0.0,0.0,0.5673110279874386,6,7050806,0
4,0,0.0,0.0,0.5652924031484525,6,7075984,0
4,0,0.0,0.0,0.5631168857496374,6,7103321,0
4,0,0.0,0.0,0.5657496571910671,6,7070265,0
4,0,0.0,0.0,0.564287274136965,6,7088588,0
11,11,34.0,47.72405948804016,21.873527265351736,6,1005782,1
4,3,196.0,258.6394795897379,1.343083350985286,6,5211888,0
4,3,196.0,258.0524619889489,1.3400350400019605,6,5223744,0
4,3,196.0,233.7673868829443,1.2139255995405118,6,5766416,0
4,3,196.0,233.5244838641165,1.2126642337157385,6,5772414,0
4,3,196.0,233.28886769059943,1.2114407075921336,6,5778244,0
4,3,196.0,233.97074740809705,1.2149816260064388,6,5761404,0
4,3,196.0,234.21136533237424,1.2162311256132194,6,5755485,0
4,3,196.0,232.4970109991093,1.207328692131873,6,5797924,0
4,3,196.0,233.06766846573697,1.2102920469289011,6,5783728,0
4,3,196.0,217.3855198344129,1.1288565570036275,6,6200965,0
4,3,196.0,217.98051402974656,1.1319462894719776,6,6184039,0
4,3,196.0,231.82810736943372,1.2038551569629348,6,5814653,0
5,3,196.0,216.74925006045825,1.2863456976881795,6,6219168,0
5,3,196.0,217.00340830575715,1.2878540552270454,6,6211884,0
4,3,196.0,215.1118294271706,1.1170495593399068,6,6266508,0
4,3,196.0,185.38056925587028,0.9626587424266262,6,7271528,0
4,3,196.0,212.2334643680796,1.102102559774894,6,6351496,0
4,3,196.0,210.52457319969085,1.093228495844092,6,6403053,0
4,3,196.0,183.57897007567456,0.9533032570695268,6,7342889,0
5,3,196.0,182.48906419391275,1.083021152486129,6,7386744,0
6,3,196.0,165.05596290991704,1.1020056870840158,6,8166927,0
5,3,196.0,164.90024819444625,0.978636487800868,6,8174639,0
6,4,196.0,164.65644518216828,1.221486982063563,6,8186743,0
6,4,196.0,164.77543662740376,1.2223697079184257,6,8180831,0
6,4,196.0,164.17665407978984,1.2179277008886489,6,8210668,0
6,4,196.0,153.81313370183827,1.1410469859186816,6,8763881,0
6,4,196.0,164.41384330409377,1.2196872648671644,6,8198823,0
6,3,196.0,154.26597491117974,1.0299657078639597,6,8738155,0
6,4,196.0,145.50453589881863,1.079410503700435,6,9264316,0
6,4,196.0,153.7091278249896,1.1402754289687655,6,8769811,0
14,13,240.0,239.551320376934,26.949523542405075,6,1001873,1
2,1,0.0,0.0,99.56192751891678,6,30132,0
6,4,196.0,164.2911683137425,1.2187772130099592,6,8204945,0
5,3,196.0,145.1288804749547,0.8612989939166451,6,9288296,0
11,11,34.0,47.62452821951732,21.82790876727877,6,1007884,1
4,0,0.0,0.0,0.5531342105488778,6,7231518,0
4,0,0.0,0.0,0.5555464507665013,6,7200118,0
4,0,0.0,0.0,0.5526757311934466,6,7237517,0
4,0,0.0,0.0,0.553608774920526,6,7225319,0
4,0,0.0,0.0,0.55598559496922,6,7194431,0
4,0,0.0,0.0,0.558328899271325,6,7164236,0
4,0,0.0,0.0,0.5614389680751767,6,7124550,0
4,0,0.0,0.0,0.561917633832274,6,7118481,0
5,2,196.0,27.802759282007926,0.9929556886431402,6,7049660,0
5,2,196.0,27.8262212729758,0.9937936168919927,6,7043716,0
4,0,0.0,0.0,0.5625324423006959,6,7110701,0
4,0,0.0,0.0,0.5597679649831552,6,7145818,0
4,0,0.0,0.0,0.5493114861169075,6,7281843,0
30,29,624.0,620.129153821844,58.634006531232046,6,1006242,1
5,2,196.0,27.638730209047512,0.9870975074659826,6,7091498,0
5,2,196.0,27.68345550541304,0.988694839479037,6,7080041,0
16,15,288.0,287.62924590203227,30.96009244084375,6,1001289,1
4,0,0.0,0.0,0.5511128207855507,6,7258042,0
4,0,0.0,0.0,0.5481444146756348,6,7297347,0
4,0,0.0,0.0,0.5520095839903972,6,7246251,0
4,0,0.0,0.0,0.5524619222525862,6,7240318,0
4,0,0.0,0.0,0.5515715237963124,6,7252006,0
4,0,0.0,0.0,0.5505953794311056,6,7264863,0
6,5,48.0,47.96220578184391,10.991338825005895,6,1000788,1
2,1,0.0,0.0,82.3271130625686,6,36440,0
11,11,34.0,47.39088495566484,21.720822271346385,6,1012853,1
7,6,72.0,71.84022733440827,12.971152157601496,6,1002224,1
18,17,336.0,335.03209228538753,34.89917627972787,6,1002889,1
2,1,0.0,0.0,151.58405335758678,6,19791,0
3,1,1.0,0.3919595764249641,0.7839191528499283,6,5102567,0
3,1,1.0,0.3919598068735639,0.7839196137471279,6,5102564,0
3,1,1.0,0.391972097858186,0.7839441957163721,6,5102404,0
3,1,1.0,0.391976015771547,0.783952031543094,6,5102353,0
3,1,1.0,0.3919744025036188,0.7839488050072377,6,5102374,0
3,1,1.0,0.3919753243693802,0.7839506487387605,6,5102362,0
3,1,1.0,0.3919741720378561,0.7839483440757122,6,5102377,0
3,1,1.0,0.3919750939025334,0.7839501878050669,6,5102365,0
3,1,1.0,0.3920002163841194,0.7840004327682388,6,5102038,0
3,1,1.0,0.3919754780140954,0.7839509560281909,6,5102360,0
3,1,1.0,0.3919995248965758,0.7839990497931517,6,5102047,0
3,1,1.0,0.3920039043588874,0.7840078087177749,6,5101990,0
3,1,1.0,0.3920006005449201,0.7840012010898402,6,5102033,0
3,1,1.0,0.392005287367316,0.784010574734632,6,5101972,0
3,1,1.0,0.3920059788751898,0.7840119577503797,6,5101963,0
3,1,1.0,0.3920050568652335,0.784010113730467,6,5101975,0
3,1,1.0,0.3920062093783565,0.7840124187567131,6,5101960,0
3,1,1.0,0.3920065935509035,0.784013187101807,6,5101955,0
3,1,1.0,0.3919929943012058,0.7839859886024116,6,5102132,0
3,1,1.0,0.3919909967507866,0.7839819935015733,6,5102158,0
4,0,0.0,0.0,0.5587804170373826,6,7158447,0
8,7,96.0,95.9253700620917,14.988339072201828,6,1000778,1
4,0,0.0,0.0,0.5531073640852732,6,7231869,0
4,0,0.0,0.0,0.5570090396997053,6,7181212,0
46,45,1104.0,1097.8094524973674,90.48972842143156,6,1005639,1
11,11,34.0,47.62070111561413,21.826154677989813,6,1007965,1
4,0,0.0,0.0,0.5603917362393007,6,7137864,0
4,0,0.0,0.0,0.5611660469289136,6,7128015,0
4,0,0.0,0.0,0.561397362948167,6,7125078,0
4,0,0.0,0.0,0.5622884126274795,6,7113787,0
4,0,0.0,0.0,0.5643050266175628,6,7088365,0
4,0,0.0,0.0,0.5627581565112033,6,7107849,0
4,0,0.0,0.0,0.5632044984269698,6,7102216,0
12,11,192.0,191.48337784656997,22.93811297120369,6,1002698,1
4,0,0.0,0.0,0.5616416448293375,6,7121979,0
4,0,0.0,0.0,0.564036470598189,6,7091740,0
4,0,0.0,0.0,0.550879051474414,6,7261122,0
4,0,0.0,0.0,0.566919857799492,6,7055671,0
5,2,196.0,27.758178678263164,0.9913635242236843,6,7060982,0
5,2,196.0,27.634494334576186,0.9869462262348636,6,7092585,0
5,2,196.0,27.725740931525483,0.9902050332687672,6,7069243,0
4,3,196.0,213.9426148136216,1.1109779701004086,6,6300755,0
5,3,196.0,184.51730109774107,1.0950581667521724,6,7305548,0
3,1,1.0,0.3917351713547574,0.7834703427095148,6,5105490,0
3,1,1.0,0.3895779332150445,0.779155866430089,6,5133761,0
3,1,1.0,0.3895777055587284,0.7791554111174569,6,5133764,0
3,1,1.0,0.3917350178983729,0.7834700357967459,6,5105492,0
3,1,1.0,0.3917356317246318,0.7834712634492637,6,5105484,0
3,1,1.0,0.3895793750445581,0.7791587500891163,6,5133742,0
3,1,1.0,0.3895821828484496,0.7791643656968992,6,5133705,0
3,1,1.0,0.3895843076999196,0.7791686153998392,6,5133677,0
3,1,1.0,0.3895825622845121,0.7791651245690243,6,5133700,0
3,1,1.0,0.3895830176087628,0.7791660352175256,6,5133694,0
3,1,1.0,0.3895852183576451,0.7791704367152902,6,5133665,0
3,1,1.0,0.3895848389164087,0.7791696778328174,6,5133670,0
3,1,1.0,0.3895856736881044,0.7791713473762087,6,5133659,0
3,1,1.0,0.3895849906928145,0.7791699813856291,6,5133668,0
3,1,1.0,0.3895863566857888,0.7791727133715777,6,5133650,0
3,1,1.0,0.3895912895179489,0.7791825790358979,6,5133585,0
3,1,1.0,0.3895915171901413,0.7791830343802827,6,5133582,0
3,1,1.0,0.3895922002083149,0.7791844004166298,6,5133573,0
3,1,1.0,0.3896000930365022,0.7792001860730045,6,5133469,0
3,1,1.0,0.3896010796625119,0.7792021593250239,6,5133456,0
3,1,1.0,0.3896240770536159,0.7792481541072319,6,5133153,0
3,1,1.0,0.3896011555570274,0.7792023111140548,6,5133455,0
3,1,1.0,0.3896265059795006,0.7792530119590012,6,5133121,0
3,1,1.0,0.3896229385050323,0.7792458770100646,6,5133168,0
3,1,1.0,0.3896252915127728,0.7792505830255456,6,5133137,0
3,1,1.0,0.389600851979143,0.7792017039582861,6,5133459,0
3,1,1.0,0.3896289349356693,0.7792578698713387,6,5133089,0
3,1,1.0,0.389651859701172,0.7793037194023441,6,5132787,0
3,1,1.0,0.3896516319584475,0.7793032639168951,6,5132790,0
3,1,1.0,0.389652542930943,0.7793050858618861,6,5132778,0
3,1,1.0,0.3896533779928058,0.7793067559856116,6,5132767,0
3,1,1.0,0.3896507969040685,0.7793015938081371,6,5132801,0
3,1,1.0,0.3896548203808174,0.7793096407616349,6,5132748,0
3,1,1.0,0.3896531502483065,0.779306300496613,6,5132770,0
3,1,1.0,0.3896616528901789,0.7793233057803578,6,5132658,0
3,1,1.0,0.389662032481058,0.779324064962116,6,5132653,0
3,1,1.0,0.3896662080295398,0.7793324160590797,6,5132598,0
3,1,1.0,0.3896676505125396,0.7793353010250792,6,5132579,0
3,1,1.0,0.3896687893224517,0.7793375786449034,6,5132564,0
3,1,1.0,0.3896670431499748,0.7793340862999497,6,5132587,0
3,1,1.0,0.3896693966904598,0.7793387933809197,6,5132556,0
3,1,1.0,0.389668333797688,0.7793366675953761,6,5132570,0
3,1,1.0,0.3896698522177085,0.7793397044354171,6,5132550,0
3,1,1.0,0.3896700799817323,0.7793401599634646,6,5132547,0
3,1,1.0,0.3896898205419923,0.7793796410839846,6,5132287,0
3,1,1.0,0.3896706873537638,0.7793413747075277,6,5132539,0
3,1,1.0,0.3896891371814875,0.7793782743629751,6,5132296,0
3,1,1.0,0.3896953634435353,0.7793907268870706,6,5132214,0
3,1,1.0,0.3896901242585414,0.7793802485170829,6,5132283,0
3,1,1.0,0.3896921743576314,0.7793843487152629,6,5132256,0
3,1,1.0,0.3896977932583061,0.7793955865166122,6,5132182,0
3,1,1.0,0.3896994637735378,0.7793989275470757,6,5132160,0
3,1,1.0,0.389717460686764,0.7794349213735281,6,5131923,0
3,1,1.0,0.3897165494106998,0.7794330988213997,6,5131935,0
3,1,1.0,0.3897170050481991,0.7794340100963983,6,5131929,0
3,1,1.0,0.3896996915721791,0.7793993831443582,6,5132157,0
3,1,1.0,0.3897265736818034,0.7794531473636069,6,5131803,0
3,1,1.0,0.3897280925557452,0.7794561851114904,6,5131783,0
3,1,1.0,0.3897268015121399,0.7794536030242799,6,5131800,0
3,1,1.0,0.3897451807034043,0.7794903614068086,6,5131558,0
3,1,1.0,0.3897287001086368,0.7794574002172737,6,5131775,0
3,1,1.0,0.3897454845062528,0.7794909690125057,6,5131554,0
3,1,1.0,0.3897261180219295,0.779452236043859,6,5131809,0
3,1,1.0,0.3897457123587001,0.7794914247174003,6,5131551,0
3,1,1.0,0.3897463199665286,0.7794926399330572,6,5131543,0
3,1,1.0,0.3897442692977003,0.7794885385954007,6,5131570,0
3,1,1.0,0.3897532316389201,0.7795064632778402,6,5131452,0
3,1,1.0,0.3897538392701937,0.7795076785403875,6,5131444,0
3,1,1.0,0.389753003777681,0.779506007555362,6,5131455,0
3,1,1.0,0.3897521682887502,0.7795043365775005,6,5131466,0
3,1,1.0,0.3897547507206565,0.779509501441313,6,5131432,0
3,1,1.0,0.3897540671324098,0.7795081342648196,6,5131441,0
3,1,1.0,0.3897552064474865,0.779510412894973,6,5131426,0
3,1,1.0,0.3897565736343709,0.7795131472687418,6,5131408,0
3,1,1.0,0.3897545228576412,0.7795090457152825,6,5131435,0
